timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1704704351052,6462,resultValidation,200,OK,Thread Group 1-120,text,true,,299,249,196,196,https://testapi.logiqids.com/v1/user/result/login/validation/,6462,0,6429
1704704350916,6636,resultValidation,200,OK,Thread Group 1-99,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6636,0,5943
1704704350723,6831,resultValidation,200,OK,Thread Group 1-71,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6831,0,6134
1704704350905,6651,resultValidation,200,OK,Thread Group 1-98,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6651,0,5946
1704704350641,6916,resultValidation,200,OK,Thread Group 1-57,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6916,0,6209
1704704351081,6478,resultValidation,200,OK,Thread Group 1-127,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6478,0,5768
1704704350527,7034,resultValidation,200,OK,Thread Group 1-6,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,7034,0,6323
1704704350761,6802,resultValidation,200,OK,Thread Group 1-78,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6801,0,6089
1704704350989,6574,resultValidation,200,OK,Thread Group 1-110,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6574,0,5848
1704704350683,6881,resultValidation,200,OK,Thread Group 1-64,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6881,0,6135
1704704351171,6393,resultValidation,200,OK,Thread Group 1-143,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6393,0,5647
1704704350521,7045,resultValidation,200,OK,Thread Group 1-16,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,7045,0,6296
1704704351101,6465,resultValidation,200,OK,Thread Group 1-129,text,true,,299,249,197,197,https://testapi.logiqids.com/v1/user/result/login/validation/,6465,0,5750
