timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1704704719822,7569,resultValidation,200,OK,Thread Group 1-42,text,true,,299,249,166,166,https://testapi.logiqids.com/v1/user/result/login/validation/,7569,0,7084
1704704719800,7593,resultValidation,200,OK,Thread Group 1-5,text,true,,299,249,166,166,https://testapi.logiqids.com/v1/user/result/login/validation/,7593,0,7466
1704704722179,5215,resultValidation,200,OK,Thread Group 1-131,text,true,,299,249,166,166,https://testapi.logiqids.com/v1/user/result/login/validation/,5212,0,5092
1704704720405,6678,resultValidation,200,OK,Thread Group 1-107,text,true,,299,249,166,166,https://testapi.logiqids.com/v1/user/result/login/validation/,6678,0,6192
1704704719799,7599,resultValidation,200,OK,Thread Group 1-26,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7599,0,7121
1704704720399,7001,resultValidation,200,OK,Thread Group 1-106,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7001,0,6475
1704704719800,7601,resultValidation,200,OK,Thread Group 1-29,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7601,0,7109
1704704722737,4667,resultValidation,200,OK,Thread Group 1-133,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,4667,0,4157
1704704720514,6890,resultValidation,200,OK,Thread Group 1-120,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,6890,0,6477
1704704719799,7606,resultValidation,200,OK,Thread Group 1-32,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7606,0,6966
1704704720158,7250,resultValidation,200,OK,Thread Group 1-81,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7249,0,6425
1704704720255,7156,resultValidation,200,OK,Thread Group 1-92,text,true,,299,249,167,167,https://testapi.logiqids.com/v1/user/result/login/validation/,7156,0,6754
