timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1704701587430,2031,resultValidation,200,OK,Thread Group 1-70,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2031,0,1945
1704701586800,2650,resultValidation,200,OK,Thread Group 1-49,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2650,0,2570
1704701586464,3006,resultValidation,200,OK,Thread Group 1-38,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3006,0,2870
1704701585733,3738,resultValidation,200,OK,Thread Group 1-7,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3738,0,3660
1704701585715,3759,resultValidation,200,OK,Thread Group 1-5,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3759,0,3610
1704701586491,2984,resultValidation,200,OK,Thread Group 1-39,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2984,0,2818
1704701587540,1938,resultValidation,200,OK,Thread Group 1-74,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,1938,0,1735
1704701586845,2634,resultValidation,200,OK,Thread Group 1-50,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2634,0,2477
1704701585714,3766,resultValidation,200,OK,Thread Group 1-11,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3766,0,3659
1704701585818,3662,resultValidation,200,OK,Thread Group 1-16,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3662,0,3476
1704701587065,2417,resultValidation,200,OK,Thread Group 1-58,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2417,0,2206
1704701586759,2723,resultValidation,200,OK,Thread Group 1-48,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2723,0,2503
1704701587570,1914,resultValidation,200,OK,Thread Group 1-75,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,1914,0,1698
1704701585715,3769,resultValidation,200,OK,Thread Group 1-10,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3769,0,3539
1704701588055,1431,resultValidation,200,OK,Thread Group 1-91,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,1431,0,1211
1704701588298,1188,resultValidation,200,OK,Thread Group 1-99,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,1188,0,951
1704701586102,3386,resultValidation,200,OK,Thread Group 1-26,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3386,0,3150
1704701587635,1854,resultValidation,200,OK,Thread Group 1-77,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,1854,0,1689
1704701587481,2010,resultValidation,200,OK,Thread Group 1-72,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2010,0,1842
1704701587127,2366,resultValidation,200,OK,Thread Group 1-60,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2366,0,2200
1704701586925,2571,resultValidation,200,OK,Thread Group 1-53,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2571,0,2492
1704701587386,2111,resultValidation,200,OK,Thread Group 1-69,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2111,0,1867
1704701585715,3784,resultValidation,200,OK,Thread Group 1-4,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3784,0,3690
1704701587250,2251,resultValidation,200,OK,Thread Group 1-64,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,2251,0,2008
1704701586323,3179,resultValidation,200,OK,Thread Group 1-33,text,true,,299,249,100,100,https://testapi.logiqids.com/v1/user/result/login/validation/,3179,0,2914
